accession,cik,name,filing_date,acceptance_et,after_hours,items,llm_label
0000950123-19-011815,0001422143,"Kura Oncology, Inc.",2019-12-09,2019-12-09T07:01:02-05:00,False,"8.01,9.01",CLINICAL
0001564590-19-038526,0001422143,"Kura Oncology, Inc.",2019-10-30,2019-10-30T09:01:32-04:00,False,"8.01,9.01",CLINICAL
0001193125-19-235863,0001422143,"Kura Oncology, Inc.",2019-09-03,2019-09-03T08:02:32-04:00,False,"8.01,9.01",CLINICAL
0001193125-19-219012,0001422143,"Kura Oncology, Inc.",2019-08-12,2019-08-12T16:12:02-04:00,True,"5.02,8.01,9.01",OTHER
0001193125-19-176463,0001422143,"Kura Oncology, Inc.",2019-06-19,2019-06-19T16:03:56-04:00,True,"8.01,9.01",OTHER
0001193125-19-173019,0001422143,"Kura Oncology, Inc.",2019-06-14,2019-06-14T07:12:58-04:00,False,"8.01,9.01",CLINICAL
0001193125-25-185355,0001906324,QuidelOrtho Corp,2025-08-21,2025-08-21T16:35:40-04:00,True,"1.01,2.03,8.01,9.01",OTHER
0001193125-24-263447,0001906324,QuidelOrtho Corp,2024-11-21,2024-11-21T16:36:01-05:00,True,"5.02,8.01,9.01",OTHER
0001906324-22-000035,0001906324,QuidelOrtho Corp,2022-12-05,2022-12-05T07:48:42-05:00,False,8.01,OTHER
0001906324-22-000019,0001906324,QuidelOrtho Corp,2022-08-17,2022-08-17T16:55:49-04:00,True,"8.01,9.01",OTHER
0001193125-21-100253,0001807120,"Design Therapeutics, Inc.",2021-03-30,2021-03-30T16:44:52-04:00,True,"5.03,8.01,9.01",OTHER
0001140361-25-034506,0001124105,"GYRE THERAPEUTICS, INC.",2025-09-10,2025-09-10T09:00:50-04:00,False,"8.01,9.01",PRESENTATION
0001140361-25-020157,0001124105,"GYRE THERAPEUTICS, INC.",2025-05-22,2025-05-22T16:01:49-04:00,True,"7.01,8.01,9.01",CLINICAL
0001140361-24-036404,0001124105,"GYRE THERAPEUTICS, INC.",2024-08-08,2024-08-08T16:14:43-04:00,True,"5.02,7.01,8.01,9.01",OTHER
0001140361-24-028106,0001124105,"GYRE THERAPEUTICS, INC.",2024-05-30,2024-05-30T16:05:20-04:00,True,"7.01,8.01,9.01",REGULATORY
0001140361-24-024799,0001124105,"GYRE THERAPEUTICS, INC.",2024-05-08,2024-05-08T08:00:22-04:00,False,"7.01,8.01,9.01",OTHER
0001140361-23-049083,0001124105,"GYRE THERAPEUTICS, INC.",2023-10-23,2023-10-20T20:21:33-04:00,True,8.01,OTHER
0001140361-23-042067,0001124105,"GYRE THERAPEUTICS, INC.",2023-08-31,2023-08-31T16:17:39-04:00,True,"1.01,3.03,5.03,5.07,8.01,9.01",OTHER
0001140361-23-009748,0001124105,"GYRE THERAPEUTICS, INC.",2023-03-02,2023-03-02T16:16:32-05:00,True,"1.01,2.01,8.01,9.01",OTHER
0001140361-22-046943,0001124105,"GYRE THERAPEUTICS, INC.",2022-12-27,2022-12-27T07:00:33-05:00,False,"1.01,2.01,3.02,5.02,5.03,7.01,8.01,9.01",OTHER
0001140361-22-030838,0001124105,"GYRE THERAPEUTICS, INC.",2022-08-25,2022-08-25T09:29:30-04:00,False,"8.01,9.01",OTHER
0001140361-22-030333,0001124105,"GYRE THERAPEUTICS, INC.",2022-08-19,2022-08-19T09:13:10-04:00,False,"8.01,9.01",OTHER
0001140361-22-027565,0001124105,"GYRE THERAPEUTICS, INC.",2022-08-01,2022-08-01T08:32:00-04:00,False,"8.01,9.01",OTHER
0001193125-22-181696,0001124105,"GYRE THERAPEUTICS, INC.",2022-06-27,2022-06-24T17:48:32-04:00,True,"8.01,9.01",OTHER
0001193125-22-170374,0001124105,"GYRE THERAPEUTICS, INC.",2022-06-09,2022-06-08T19:39:55-04:00,True,8.01,OTHER
0001193125-22-016551,0001124105,"GYRE THERAPEUTICS, INC.",2022-01-25,2022-01-25T08:05:33-05:00,False,"8.01,9.01",REGULATORY
0001193125-21-300039,0001124105,"GYRE THERAPEUTICS, INC.",2021-10-15,2021-10-15T16:16:06-04:00,True,"1.01,8.01,9.01",OTHER
0001193125-21-286802,0001124105,"GYRE THERAPEUTICS, INC.",2021-09-29,2021-09-29T16:33:04-04:00,True,"8.01,9.01",REGULATORY
0001193125-21-221838,0001124105,"GYRE THERAPEUTICS, INC.",2021-07-22,2021-07-22T16:06:24-04:00,True,"8.01,9.01",CLINICAL
0001193125-21-217238,0001124105,"GYRE THERAPEUTICS, INC.",2021-07-16,2021-07-16T14:09:07-04:00,False,"8.01,9.01",PRESENTATION
0001193125-21-203458,0001124105,"GYRE THERAPEUTICS, INC.",2021-06-30,2021-06-29T17:58:55-04:00,True,"8.01,9.01",REGULATORY
0001193125-21-164621,0001124105,"GYRE THERAPEUTICS, INC.",2021-05-18,2021-05-18T08:05:32-04:00,False,"8.01,9.01",CLINICAL
0001193125-21-019329,0001124105,"GYRE THERAPEUTICS, INC.",2021-01-27,2021-01-27T17:23:54-05:00,True,"1.01,8.01,9.01",OTHER
0001193125-21-017700,0001124105,"GYRE THERAPEUTICS, INC.",2021-01-26,2021-01-26T16:12:01-05:00,True,"2.02,8.01,9.01",OTHER
0001193125-20-308422,0001124105,"GYRE THERAPEUTICS, INC.",2020-12-02,2020-12-02T16:33:02-05:00,True,"8.01,9.01",REGULATORY
0001193125-20-174052,0001124105,"GYRE THERAPEUTICS, INC.",2020-06-19,2020-06-19T16:26:33-04:00,True,"1.01,8.01,9.01",OTHER
0001193125-20-171303,0001124105,"GYRE THERAPEUTICS, INC.",2020-06-17,2020-06-17T16:08:03-04:00,True,8.01,CLINICAL
0001193125-20-036011,0001124105,"GYRE THERAPEUTICS, INC.",2020-02-14,2020-02-13T20:45:33-05:00,True,"1.01,2.02,8.01,9.01",OTHER
0001193125-20-027476,0001124105,"GYRE THERAPEUTICS, INC.",2020-02-07,2020-02-07T08:41:35-05:00,False,8.01,CLINICAL
0001193125-20-009556,0001124105,"GYRE THERAPEUTICS, INC.",2020-01-17,2020-01-17T08:30:32-05:00,False,"1.01,5.02,8.01,9.01",OTHER
0001193125-19-261180,0001124105,"GYRE THERAPEUTICS, INC.",2019-10-03,2019-10-03T08:05:59-04:00,False,"8.01,9.01",CLINICAL
0001193125-19-095661,0001124105,"GYRE THERAPEUTICS, INC.",2019-04-02,2019-04-02T16:18:33-04:00,True,"8.01,9.01",REGULATORY
0001437749-25-037842,0001855175,"Contineum Therapeutics, Inc.",2025-12-15,2025-12-15T16:05:24-05:00,True,"1.01,8.01,9.01",OTHER
0001437749-25-037547,0001855175,"Contineum Therapeutics, Inc.",2025-12-11,2025-12-11T16:01:15-05:00,True,"8.01,9.01",CLINICAL
0001437749-25-035860,0001855175,"Contineum Therapeutics, Inc.",2025-11-20,2025-11-20T16:07:30-05:00,True,"8.01,9.01",CLINICAL
0001437749-25-029349,0001855175,"Contineum Therapeutics, Inc.",2025-09-18,2025-09-18T08:16:26-04:00,False,"7.01,8.01,9.01",CLINICAL
0001437749-25-016877,0001855175,"Contineum Therapeutics, Inc.",2025-05-14,2025-05-14T16:44:23-04:00,True,"2.02,8.01,9.01",OTHER
0001437749-25-013334,0001855175,"Contineum Therapeutics, Inc.",2025-04-28,2025-04-28T16:10:35-04:00,True,"8.01,9.01",OTHER
0001193125-25-190202,0001671858,"ARS Pharmaceuticals, Inc.",2025-08-28,2025-08-27T21:45:30-04:00,True,8.01,OTHER
0001193125-25-047351,0001671858,"ARS Pharmaceuticals, Inc.",2025-03-05,2025-03-05T17:18:49-05:00,True,8.01,REGULATORY
0001193125-24-198384,0001671858,"ARS Pharmaceuticals, Inc.",2024-08-12,2024-08-12T07:59:39-04:00,False,"7.01,8.01,9.01",PRESENTATION
0001193125-24-171204,0001671858,"ARS Pharmaceuticals, Inc.",2024-06-28,2024-06-28T06:46:32-04:00,False,"7.01,8.01,9.01",PRESENTATION
0001193125-23-237996,0001671858,"ARS Pharmaceuticals, Inc.",2023-09-20,2023-09-20T06:05:01-04:00,False,8.01,REGULATORY
0001193125-22-280241,0001671858,"ARS Pharmaceuticals, Inc.",2022-11-08,2022-11-08T16:51:45-05:00,True,"1.01,2.01,3.02,5.01,5.02,5.03,5.07,8.01,9.01",OTHER
0001193125-22-275336,0001671858,"ARS Pharmaceuticals, Inc.",2022-11-02,2022-11-02T06:07:03-04:00,False,8.01,OTHER
0001193125-22-266351,0001671858,"ARS Pharmaceuticals, Inc.",2022-10-21,2022-10-21T07:36:02-04:00,False,"8.01,9.01",REGULATORY
0001193125-22-199246,0001671858,"ARS Pharmaceuticals, Inc.",2022-07-21,2022-07-21T17:01:57-04:00,True,"1.01,2.05,5.02,8.01,9.01",OTHER
0001193125-20-312895,0001671858,"ARS Pharmaceuticals, Inc.",2020-12-08,2020-12-08T17:25:54-05:00,True,"5.03,8.01,9.01",OTHER
0001104659-24-088395,0001855644,Zura Bio Ltd,2024-08-12,2024-08-12T16:42:26-04:00,True,"1.01,3.03,5.07,8.01,9.01",OTHER
0001104659-24-087838,0001855644,Zura Bio Ltd,2024-08-09,2024-08-09T16:33:38-04:00,True,"8.01,9.01",OTHER
0001104659-24-079351,0001855644,Zura Bio Ltd,2024-07-12,2024-07-12T06:10:22-04:00,False,"8.01,9.01",OTHER
0001104659-24-050169,0001855644,Zura Bio Ltd,2024-04-23,2024-04-22T20:21:55-04:00,True,"1.01,3.02,7.01,8.01,9.01",PRESENTATION
0001104659-23-037779,0001855644,Zura Bio Ltd,2023-03-28,2023-03-28T17:11:51-04:00,True,"7.01,8.01,9.01",OTHER
0001104659-23-032379,0001855644,Zura Bio Ltd,2023-03-15,2023-03-14T17:32:29-04:00,True,"7.01,8.01,9.01",OTHER
0001104659-23-030711,0001855644,Zura Bio Ltd,2023-03-10,2023-03-09T18:50:38-05:00,True,"1.01,8.01,9.01",OTHER
0001104659-21-094971,0001855644,Zura Bio Ltd,2021-07-22,2021-07-22T17:05:58-04:00,True,"3.02,8.01,9.01",OTHER
0001193125-25-275902,0001817241,"Artiva Biotherapeutics, Inc.",2025-11-12,2025-11-12T07:22:26-05:00,False,"7.01,8.01,9.01",CLINICAL
0000950170-25-074397,0001285550,"ClearPoint Neuro, Inc.",2025-05-19,2025-05-19T16:30:08-04:00,True,"8.01,9.01",OTHER
0000950170-25-069175,0001285550,"ClearPoint Neuro, Inc.",2025-05-12,2025-05-12T16:06:27-04:00,True,"1.01,8.01,9.01",OTHER
0001285550-23-000048,0001285550,"ClearPoint Neuro, Inc.",2023-05-22,2023-05-22T17:04:56-04:00,True,"8.01,9.01",OTHER
0001171520-22-000364,0001285550,"ClearPoint Neuro, Inc.",2022-06-06,2022-06-06T16:05:14-04:00,True,"8.01,9.01",OTHER
0001171520-22-000319,0001285550,"ClearPoint Neuro, Inc.",2022-05-23,2022-05-23T07:33:47-04:00,False,"8.01,9.01",OTHER
0001171520-21-000261,0001285550,"ClearPoint Neuro, Inc.",2021-06-28,2021-06-28T08:30:59-04:00,False,"8.01,9.01",OTHER
0001534424-19-000147,0001285550,"ClearPoint Neuro, Inc.",2019-05-17,2019-05-17T16:10:20-04:00,True,"1.01,3.02,5.02,7.01,8.01,9.01",OTHER
0000950170-25-098327,0001794546,"CARLSMED, INC.",2025-07-24,2025-07-24T16:05:31-04:00,True,"5.03,8.01,9.01",OTHER
0001104659-25-118934,0001133869,"CAPRICOR THERAPEUTICS, INC.",2025-12-05,2025-12-05T17:07:48-05:00,True,"7.01,8.01,9.01",OTHER
0001104659-25-117947,0001133869,"CAPRICOR THERAPEUTICS, INC.",2025-12-03,2025-12-03T07:21:12-05:00,False,"7.01,8.01,9.01",CLINICAL
0001558370-25-000010,0001133869,"CAPRICOR THERAPEUTICS, INC.",2025-01-02,2025-01-02T14:17:58-05:00,False,"8.01,9.01",REGULATORY
0001558370-24-013344,0001133869,"CAPRICOR THERAPEUTICS, INC.",2024-10-16,2024-10-16T16:25:24-04:00,True,"2.02,8.01",REGULATORY
0001558370-24-013207,0001133869,"CAPRICOR THERAPEUTICS, INC.",2024-10-09,2024-10-09T09:16:15-04:00,False,"7.01,8.01,9.01",REGULATORY
0001558370-24-000197,0001133869,"CAPRICOR THERAPEUTICS, INC.",2024-01-11,2024-01-11T09:00:12-05:00,False,8.01,OTHER
0001558370-23-019717,0001133869,"CAPRICOR THERAPEUTICS, INC.",2023-12-11,2023-12-11T16:30:20-05:00,True,"8.01,9.01",CLINICAL
0001558370-23-016149,0001133869,"CAPRICOR THERAPEUTICS, INC.",2023-09-29,2023-09-29T07:30:29-04:00,False,"7.01,8.01,9.01",REGULATORY
0001558370-22-010821,0001133869,"CAPRICOR THERAPEUTICS, INC.",2022-07-19,2022-07-19T12:37:38-04:00,False,"8.01,9.01",REGULATORY
0001558370-22-005003,0001133869,"CAPRICOR THERAPEUTICS, INC.",2022-04-01,2022-04-01T08:30:46-04:00,False,8.01,OTHER
0001104659-21-119139,0001133869,"CAPRICOR THERAPEUTICS, INC.",2021-09-24,2021-09-24T11:31:00-04:00,False,"7.01,8.01,9.01",CLINICAL
0001104659-21-083149,0001133869,"CAPRICOR THERAPEUTICS, INC.",2021-06-21,2021-06-21T08:30:32-04:00,False,"8.01,9.01",OTHER
0001104659-20-122803,0001133869,"CAPRICOR THERAPEUTICS, INC.",2020-11-09,2020-11-09T09:15:12-05:00,False,"2.02,8.01,9.01",OTHER
0001104659-20-060449,0001133869,"CAPRICOR THERAPEUTICS, INC.",2020-05-13,2020-05-13T07:00:10-04:00,False,"8.01,9.01",CLINICAL
0001104659-20-058192,0001133869,"CAPRICOR THERAPEUTICS, INC.",2020-05-07,2020-05-07T17:22:49-04:00,True,8.01,OTHER
0001104659-20-056292,0001133869,"CAPRICOR THERAPEUTICS, INC.",2020-05-04,2020-05-04T17:15:38-04:00,True,"8.01,9.01",CLINICAL
0001104659-20-034994,0001133869,"CAPRICOR THERAPEUTICS, INC.",2020-03-18,2020-03-18T08:00:23-04:00,False,8.01,OTHER
0001104659-19-074247,0001133869,"CAPRICOR THERAPEUTICS, INC.",2019-12-19,2019-12-19T14:00:11-05:00,False,"8.01,9.01",OTHER
0001104659-19-073600,0001133869,"CAPRICOR THERAPEUTICS, INC.",2019-12-18,2019-12-18T09:00:16-05:00,False,"1.01,8.01,9.01",OTHER
0001104659-19-063785,0001133869,"CAPRICOR THERAPEUTICS, INC.",2019-11-14,2019-11-14T09:00:23-05:00,False,8.01,OTHER
0001144204-19-042160,0001133869,"CAPRICOR THERAPEUTICS, INC.",2019-08-29,2019-08-28T19:00:27-04:00,True,"8.01,9.01",OTHER
0001144204-19-034627,0001133869,"CAPRICOR THERAPEUTICS, INC.",2019-07-15,2019-07-15T06:05:56-04:00,False,"8.01,9.01",CLINICAL
0001144204-19-031589,0001133869,"CAPRICOR THERAPEUTICS, INC.",2019-06-20,2019-06-20T07:00:31-04:00,False,8.01,OTHER
0001144204-19-005129,0001133869,"CAPRICOR THERAPEUTICS, INC.",2019-02-06,2019-02-06T07:00:19-05:00,False,"5.02,8.01,9.01",CLINICAL
0001144204-19-002173,0001133869,"CAPRICOR THERAPEUTICS, INC.",2019-01-22,2019-01-22T07:00:20-05:00,False,"8.01,9.01",REGULATORY
0001725160-25-000164,0001725160,"Zentalis Pharmaceuticals, Inc.",2025-12-15,2025-12-15T17:01:42-05:00,True,"5.02,8.01",OTHER
0001725160-25-000013,0001725160,"Zentalis Pharmaceuticals, Inc.",2025-01-29,2025-01-29T09:18:14-05:00,False,"7.01,8.01,9.01",PRESENTATION
0001725160-25-000006,0001725160,"Zentalis Pharmaceuticals, Inc.",2025-01-28,2025-01-28T16:07:25-05:00,True,"2.05,7.01,8.01,9.01",OTHER
0001725160-24-000161,0001725160,"Zentalis Pharmaceuticals, Inc.",2024-09-16,2024-09-16T07:02:19-04:00,False,"7.01,8.01,9.01",REGULATORY
0001725160-24-000007,0001725160,"Zentalis Pharmaceuticals, Inc.",2024-01-08,2024-01-08T07:03:29-05:00,False,"7.01,8.01,9.01",OTHER
0001628280-23-022240,0001725160,"Zentalis Pharmaceuticals, Inc.",2023-06-15,2023-06-15T16:23:27-04:00,True,"8.01,9.01",OTHER
0001725160-23-000137,0001725160,"Zentalis Pharmaceuticals, Inc.",2023-06-15,2023-06-15T06:02:16-04:00,False,8.01,OTHER
0001725160-23-000131,0001725160,"Zentalis Pharmaceuticals, Inc.",2023-06-06,2023-06-06T09:10:13-04:00,False,"7.01,8.01,9.01",CLINICAL
0001725160-23-000129,0001725160,"Zentalis Pharmaceuticals, Inc.",2023-06-05,2023-06-05T14:24:49-04:00,False,"7.01,8.01,9.01",CLINICAL
0001725160-23-000119,0001725160,"Zentalis Pharmaceuticals, Inc.",2023-05-26,2023-05-26T12:38:56-04:00,False,"7.01,8.01,9.01",CLINICAL
0001725160-23-000073,0001725160,"Zentalis Pharmaceuticals, Inc.",2023-04-26,2023-04-26T17:00:46-04:00,True,"7.01,8.01,9.01",CLINICAL
0001725160-23-000063,0001725160,"Zentalis Pharmaceuticals, Inc.",2023-04-17,2023-04-17T09:07:43-04:00,False,"7.01,8.01,9.01",OTHER
0001628280-22-014546,0001725160,"Zentalis Pharmaceuticals, Inc.",2022-05-16,2022-05-16T17:18:25-04:00,True,"8.01,9.01",OTHER
0001628280-22-010794,0001725160,"Zentalis Pharmaceuticals, Inc.",2022-04-27,2022-04-27T16:09:49-04:00,True,"8.01,9.01",OTHER
0001725160-22-000076,0001725160,"Zentalis Pharmaceuticals, Inc.",2022-04-11,2022-04-11T16:43:35-04:00,True,"7.01,8.01,9.01",CLINICAL
0001725160-22-000072,0001725160,"Zentalis Pharmaceuticals, Inc.",2022-04-08,2022-04-08T17:05:51-04:00,True,"7.01,8.01",CLINICAL
0001725160-21-000226,0001725160,"Zentalis Pharmaceuticals, Inc.",2021-11-17,2021-11-17T17:15:54-05:00,True,8.01,REGULATORY
0001725160-21-000156,0001725160,"Zentalis Pharmaceuticals, Inc.",2021-07-01,2021-07-01T16:07:05-04:00,True,8.01,OTHER
0001725160-21-000146,0001725160,"Zentalis Pharmaceuticals, Inc.",2021-06-28,2021-06-28T07:11:58-04:00,False,"8.01,9.01",CLINICAL
0001493152-25-018324,0001357459,"PALISADE BIO, INC.",2025-10-16,2025-10-16T16:30:58-04:00,True,8.01,OTHER
0001493152-25-017630,0001357459,"PALISADE BIO, INC.",2025-10-09,2025-10-09T17:08:01-04:00,True,"8.01,9.01",OTHER
0001493152-25-015775,0001357459,"PALISADE BIO, INC.",2025-09-26,2025-09-26T17:10:37-04:00,True,8.01,OTHER
0001493152-25-014071,0001357459,"PALISADE BIO, INC.",2025-09-18,2025-09-18T16:27:12-04:00,True,8.01,OTHER
0001641172-25-020896,0001357459,"PALISADE BIO, INC.",2025-07-25,2025-07-24T19:00:46-04:00,True,"1.01,3.02,8.01,9.01",OTHER
0001641172-25-018313,0001357459,"PALISADE BIO, INC.",2025-07-09,2025-07-09T08:45:26-04:00,False,"5.02,8.01,9.01",OTHER
0001493152-24-050203,0001357459,"PALISADE BIO, INC.",2024-12-16,2024-12-16T16:00:16-05:00,True,"1.01,3.02,8.01,9.01",OTHER
0001493152-24-018687,0001357459,"PALISADE BIO, INC.",2024-05-10,2024-05-10T16:52:30-04:00,True,"5.02,8.01,9.01",OTHER
0001493152-24-017739,0001357459,"PALISADE BIO, INC.",2024-05-03,2024-05-03T16:56:44-04:00,True,"1.01,3.02,8.01,9.01",OTHER
0001493152-24-014253,0001357459,"PALISADE BIO, INC.",2024-04-10,2024-04-10T17:29:22-04:00,True,"8.01,9.01",PRESENTATION
0001493152-24-013336,0001357459,"PALISADE BIO, INC.",2024-04-05,2024-04-05T16:30:30-04:00,True,"5.03,8.01,9.01",OTHER
0001493152-24-006132,0001357459,"PALISADE BIO, INC.",2024-02-13,2024-02-13T16:38:18-05:00,True,"5.02,8.01,9.01",OTHER
0001493152-24-004539,0001357459,"PALISADE BIO, INC.",2024-02-01,2024-02-01T06:02:11-05:00,False,"1.01,3.02,8.01,9.01",OTHER
0001493152-23-032278,0001357459,"PALISADE BIO, INC.",2023-09-11,2023-09-11T17:12:24-04:00,True,"1.01,3.02,5.02,8.01,9.01",OTHER
0001493152-23-032245,0001357459,"PALISADE BIO, INC.",2023-09-11,2023-09-11T15:30:13-04:00,False,"1.01,3.02,8.01,9.01",OTHER
0001493152-23-032118,0001357459,"PALISADE BIO, INC.",2023-09-08,2023-09-08T16:54:24-04:00,True,"1.01,2.01,8.01,9.01",OTHER
0001493152-23-011066,0001357459,"PALISADE BIO, INC.",2023-04-05,2023-04-05T17:18:00-04:00,True,"1.01,3.02,8.01,9.01",OTHER
0001493152-23-007342,0001357459,"PALISADE BIO, INC.",2023-03-13,2023-03-13T07:00:35-04:00,False,8.01,OTHER
0001493152-23-003966,0001357459,"PALISADE BIO, INC.",2023-02-08,2023-02-08T17:08:16-05:00,True,"3.02,5.02,8.01,9.01",OTHER
0001493152-23-000368,0001357459,"PALISADE BIO, INC.",2023-01-04,2023-01-04T17:18:40-05:00,True,"1.01,3.02,8.01,9.01",OTHER
0001493152-22-035770,0001357459,"PALISADE BIO, INC.",2022-12-16,2022-12-16T16:51:50-05:00,True,"8.01,9.01",PRESENTATION
0001493152-22-032591,0001357459,"PALISADE BIO, INC.",2022-11-16,2022-11-16T11:00:15-05:00,False,"5.03,8.01,9.01",OTHER
0000950170-22-017505,0001357459,"PALISADE BIO, INC.",2022-08-16,2022-08-16T16:05:47-04:00,True,"1.01,5.03,8.01,9.01",OTHER
0001193125-22-143077,0001357459,"PALISADE BIO, INC.",2022-05-06,2022-05-06T08:42:32-04:00,False,"1.01,3.02,8.01,9.01",OTHER
0000950170-22-005828,0001357459,"PALISADE BIO, INC.",2022-04-20,2022-04-20T08:04:59-04:00,False,8.01,OTHER
0001193125-21-304862,0001357459,"PALISADE BIO, INC.",2021-10-22,2021-10-22T09:51:02-04:00,False,"8.01,9.01",OTHER
0001171843-21-004377,0001357459,"PALISADE BIO, INC.",2021-06-16,2021-06-16T16:35:07-04:00,True,8.01,OTHER
0001171843-21-003780,0001357459,"PALISADE BIO, INC.",2021-05-26,2021-05-26T09:00:19-04:00,False,"3.02,8.01",OTHER
0001171843-21-003201,0001357459,"PALISADE BIO, INC.",2021-05-06,2021-05-06T07:00:28-04:00,False,8.01,OTHER
0001171843-21-002819,0001357459,"PALISADE BIO, INC.",2021-04-27,2021-04-27T17:24:48-04:00,True,"1.01,2.01,3.03,5.01,5.02,5.03,8.01,9.01",OTHER
0001171843-21-002410,0001357459,"PALISADE BIO, INC.",2021-04-09,2021-04-09T17:00:11-04:00,True,"5.07,8.01",OTHER
0001171843-21-002038,0001357459,"PALISADE BIO, INC.",2021-03-24,2021-03-24T16:45:33-04:00,True,"8.01,9.01",OTHER
0001171843-21-001886,0001357459,"PALISADE BIO, INC.",2021-03-18,2021-03-18T09:02:29-04:00,False,"5.02,8.01,9.01",OTHER
0001171843-20-005791,0001357459,"PALISADE BIO, INC.",2020-08-10,2020-08-10T17:13:27-04:00,True,"5.07,7.01,8.01,9.01",OTHER
0001171843-20-004007,0001357459,"PALISADE BIO, INC.",2020-05-27,2020-05-27T10:52:21-04:00,False,"1.01,3.02,8.01,9.01",OTHER
0001171843-20-002720,0001357459,"PALISADE BIO, INC.",2020-04-20,2020-04-20T17:15:38-04:00,True,8.01,REGULATORY
0001171843-20-002458,0001357459,"PALISADE BIO, INC.",2020-04-07,2020-04-07T17:00:11-04:00,True,8.01,OTHER
0001171843-20-000155,0001357459,"PALISADE BIO, INC.",2020-01-10,2020-01-10T17:00:15-05:00,True,8.01,OTHER
0001171843-19-008270,0001357459,"PALISADE BIO, INC.",2019-12-20,2019-12-20T16:49:37-05:00,True,8.01,OTHER
0001171843-19-005227,0001357459,"PALISADE BIO, INC.",2019-08-07,2019-08-07T09:00:14-04:00,False,"8.01,9.01",OTHER
0001171843-19-004639,0001357459,"PALISADE BIO, INC.",2019-07-18,2019-07-18T09:00:25-04:00,False,"5.02,5.03,8.01,9.01",OTHER
0001193805-25-001499,0001768224,Arcturus Therapeutics Holdings Inc.,2025-10-22,2025-10-22T07:50:46-04:00,False,"7.01,8.01,9.01",CLINICAL
0001193805-23-001328,0001768224,Arcturus Therapeutics Holdings Inc.,2023-09-26,2023-09-26T16:06:46-04:00,True,"1.01,8.01,9.01",OTHER
0001193805-23-001174,0001768224,Arcturus Therapeutics Holdings Inc.,2023-08-14,2023-08-14T16:06:25-04:00,True,"1.01,8.01,9.01",OTHER
0001193805-23-001112,0001768224,Arcturus Therapeutics Holdings Inc.,2023-08-07,2023-08-07T16:23:22-04:00,True,"2.02,8.01,9.01",CLINICAL
0001193805-22-000672,0001768224,Arcturus Therapeutics Holdings Inc.,2022-04-20,2022-04-20T17:24:50-04:00,True,"1.01,1.02,8.01,9.01",CLINICAL
0001193805-22-000358,0001768224,Arcturus Therapeutics Holdings Inc.,2022-02-17,2022-02-17T07:57:54-05:00,False,"8.01,9.01",INVALID:I'd be happy to help classify this SEC 
0001193805-21-001584,0001768224,Arcturus Therapeutics Holdings Inc.,2021-11-16,2021-11-16T16:15:43-05:00,True,"8.01,9.01",INVALID:I don't have access to the actual conten
0001193805-21-000256,0001768224,Arcturus Therapeutics Holdings Inc.,2021-02-22,2021-02-22T17:00:32-05:00,True,"3.02,8.01,9.01",OTHER
0001193805-20-001274,0001768224,Arcturus Therapeutics Holdings Inc.,2020-10-15,2020-10-15T06:27:00-04:00,False,"8.01,9.01",OTHER
0001193805-20-001229,0001768224,Arcturus Therapeutics Holdings Inc.,2020-10-02,2020-10-02T16:15:22-04:00,True,"8.01,9.01",OTHER
0001193805-20-000886,0001768224,Arcturus Therapeutics Holdings Inc.,2020-07-24,2020-07-24T06:02:20-04:00,False,"8.01,9.01",OTHER
0001564590-20-017549,0001768224,Arcturus Therapeutics Holdings Inc.,2020-04-21,2020-04-21T06:03:05-04:00,False,8.01,OTHER
0001564590-20-017147,0001768224,Arcturus Therapeutics Holdings Inc.,2020-04-17,2020-04-17T06:06:05-04:00,False,"1.01,1.02,8.01,9.01",OTHER
0001193125-19-252227,0001768224,Arcturus Therapeutics Holdings Inc.,2019-09-23,2019-09-23T16:34:56-04:00,True,"5.02,8.01,9.01",OTHER
0001193125-19-245891,0001768224,Arcturus Therapeutics Holdings Inc.,2019-09-16,2019-09-16T17:04:02-04:00,True,8.01,OTHER
0001193805-19-000694,0001768224,Arcturus Therapeutics Holdings Inc.,2019-08-01,2019-08-01T12:35:40-04:00,False,"1.01,8.01,9.01",OTHER
0001193125-25-250674,0001434316,FATE THERAPEUTICS INC,2025-10-27,2025-10-27T07:00:13-04:00,False,"7.01,8.01,9.01",CLINICAL
0001193125-24-134840,0001434316,FATE THERAPEUTICS INC,2024-05-09,2024-05-09T09:01:04-04:00,False,"7.01,8.01,9.01",CLINICAL
0001193125-24-072871,0001434316,FATE THERAPEUTICS INC,2024-03-21,2024-03-20T17:32:00-04:00,True,"1.01,3.02,8.01,9.01",OTHER
0001193125-23-227749,0001434316,FATE THERAPEUTICS INC,2023-09-01,2023-09-01T17:29:29-04:00,True,8.01,OTHER
0000950170-23-026747,0001434316,FATE THERAPEUTICS INC,2023-06-07,2023-06-07T08:52:01-04:00,False,8.01,PRESENTATION
0001193125-23-002504,0001434316,FATE THERAPEUTICS INC,2023-01-05,2023-01-05T17:04:32-05:00,True,"1.02,2.05,5.02,8.01,9.01",OTHER
0001193125-21-356947,0001434316,FATE THERAPEUTICS INC,2021-12-14,2021-12-14T17:28:34-05:00,True,"8.01,9.01",CLINICAL
0001193125-21-005180,0001434316,FATE THERAPEUTICS INC,2021-01-08,2021-01-08T16:02:00-05:00,True,"1.01,8.01,9.01",OTHER
