accession,cik,name,filing_date,acceptance_et,after_hours,items,label
0001401914-20-000126,0001401914,"Dare Bioscience, Inc.",2020-12-09,2020-12-09T16:03:07-05:00,True,"8.01,9.01",PRESENTATION
0001401914-20-000122,0001401914,"Dare Bioscience, Inc.",2020-11-18,2020-11-18T16:04:16-05:00,True,"8.01,9.01",PRESENTATION
0001401914-20-000114,0001401914,"Dare Bioscience, Inc.",2020-10-06,2020-10-06T16:06:09-04:00,True,"8.01,9.01",PRESENTATION
0001401914-20-000109,0001401914,"Dare Bioscience, Inc.",2020-09-09,2020-09-09T16:03:44-04:00,True,"8.01,9.01",PRESENTATION
0001401914-20-000081,0001401914,"Dare Bioscience, Inc.",2020-06-08,2020-06-05T17:52:37-04:00,True,"8.01,9.01",PRESENTATION
0001401914-20-000054,0001401914,"Dare Bioscience, Inc.",2020-04-27,2020-04-24T18:36:04-04:00,True,"8.01,9.01",PRESENTATION
0001401914-20-000038,0001401914,"Dare Bioscience, Inc.",2020-03-16,2020-03-16T16:10:36-04:00,True,"8.01,9.01",PRESENTATION
0001401914-20-000022,0001401914,"Dare Bioscience, Inc.",2020-02-10,2020-02-10T16:03:11-05:00,True,"8.01,9.01",PRESENTATION
0001401914-20-000020,0001401914,"Dare Bioscience, Inc.",2020-02-06,2020-02-06T08:52:49-05:00,False,"8.01,9.01",OTHER
0001401914-20-000018,0001401914,"Dare Bioscience, Inc.",2020-02-05,2020-02-04T18:08:33-05:00,True,8.01,OTHER
0001401914-20-000012,0001401914,"Dare Bioscience, Inc.",2020-01-30,2020-01-30T08:54:36-05:00,False,"8.01,9.01",OTHER
0001401914-20-000003,0001401914,"Dare Bioscience, Inc.",2020-01-09,2020-01-08T17:39:53-05:00,True,"8.01,9.01",PRESENTATION
0001401914-19-000086,0001401914,"Dare Bioscience, Inc.",2019-10-02,2019-10-02T16:04:28-04:00,True,"8.01,9.01",PRESENTATION
0001401914-19-000084,0001401914,"Dare Bioscience, Inc.",2019-09-09,2019-09-06T17:59:45-04:00,True,"8.01,9.01",PRESENTATION
0001401914-19-000074,0001401914,"Dare Bioscience, Inc.",2019-07-22,2019-07-22T17:15:14-04:00,True,"8.01,9.01",PRESENTATION
0001401914-19-000058,0001401914,"Dare Bioscience, Inc.",2019-06-03,2019-06-03T16:06:32-04:00,True,"8.01,9.01",PRESENTATION
0001401914-19-000050,0001401914,"Dare Bioscience, Inc.",2019-05-20,2019-05-20T16:20:06-04:00,True,"8.01,9.01",PRESENTATION
0001401914-19-000034,0001401914,"Dare Bioscience, Inc.",2019-04-22,2019-04-22T16:03:17-04:00,True,8.01,OTHER
0001401914-19-000032,0001401914,"Dare Bioscience, Inc.",2019-04-12,2019-04-12T16:05:33-04:00,True,8.01,OTHER
0001401914-19-000029,0001401914,"Dare Bioscience, Inc.",2019-04-11,2019-04-11T16:25:38-04:00,True,8.01,OTHER
0001401914-19-000023,0001401914,"Dare Bioscience, Inc.",2019-04-09,2019-04-09T08:50:06-04:00,False,"1.01,8.01,9.01",OTHER
0001401914-19-000017,0001401914,"Dare Bioscience, Inc.",2019-04-01,2019-04-01T16:47:25-04:00,True,"8.01,9.01",OTHER
0001401914-19-000008,0001401914,"Dare Bioscience, Inc.",2019-03-05,2019-03-05T08:45:39-05:00,False,"8.01,9.01",PRESENTATION
0001401914-19-000006,0001401914,"Dare Bioscience, Inc.",2019-02-11,2019-02-11T16:09:20-05:00,True,"8.01,9.01",PRESENTATION
0001401914-19-000003,0001401914,"Dare Bioscience, Inc.",2019-02-05,2019-02-05T11:04:10-05:00,False,"8.01,9.01",PRESENTATION
0001564590-19-000281,0001401914,"Dare Bioscience, Inc.",2019-01-07,2019-01-07T08:00:55-05:00,False,"8.01,9.01",PRESENTATION
0001140361-25-035286,0001411690,"Bionano Genomics, Inc.",2025-09-18,2025-09-17T18:02:26-04:00,True,"1.01,8.01,9.01",OTHER
0001140361-24-018645,0001411690,"Bionano Genomics, Inc.",2024-04-08,2024-04-08T16:56:24-04:00,True,"8.01,9.01",OTHER
0001140361-23-011289,0001411690,"Bionano Genomics, Inc.",2023-03-13,2023-03-13T07:30:40-04:00,False,8.01,OTHER
0001140361-22-043393,0001411690,"Bionano Genomics, Inc.",2022-11-29,2022-11-29T08:00:32-05:00,False,"8.01,9.01",PRESENTATION
0001140361-21-009777,0001411690,"Bionano Genomics, Inc.",2021-03-24,2021-03-24T16:11:37-04:00,True,"8.01,9.01",OTHER
0001140361-21-001667,0001411690,"Bionano Genomics, Inc.",2021-01-21,2021-01-21T06:06:21-05:00,False,"8.01,9.01",OTHER
0001140361-21-000749,0001411690,"Bionano Genomics, Inc.",2021-01-11,2021-01-11T08:37:55-05:00,False,"8.01,9.01",OTHER
0001140361-21-000003,0001411690,"Bionano Genomics, Inc.",2021-01-04,2021-01-04T06:03:16-05:00,False,8.01,OTHER
0001140361-20-019070,0001411690,"Bionano Genomics, Inc.",2020-08-26,2020-08-26T08:05:59-04:00,False,"5.02,8.01,9.01",OTHER
0001140361-20-018395,0001411690,"Bionano Genomics, Inc.",2020-08-14,2020-08-14T06:28:59-04:00,False,"8.01,9.01",OTHER
0001140361-20-008106,0001411690,"Bionano Genomics, Inc.",2020-04-06,2020-04-06T16:00:35-04:00,True,8.01,OTHER
0001140361-20-001848,0001411690,"Bionano Genomics, Inc.",2020-01-30,2020-01-30T16:05:16-05:00,True,8.01,OTHER
0001140361-19-018941,0001411690,"Bionano Genomics, Inc.",2019-10-23,2019-10-23T16:56:59-04:00,True,8.01,OTHER
0001140361-19-016942,0001411690,"Bionano Genomics, Inc.",2019-09-19,2019-09-19T06:04:17-04:00,False,8.01,OTHER
0001193125-19-017154,0001411690,"Bionano Genomics, Inc.",2019-01-25,2019-01-25T16:32:35-05:00,True,"3.03,8.01",OTHER
0001516551-24-000093,0001516551,"Skye Bioscience, Inc.",2024-10-29,2024-10-29T17:25:22-04:00,True,"5.02,8.01,9.01",OTHER
0001516551-24-000059,0001516551,"Skye Bioscience, Inc.",2024-06-10,2024-06-10T09:27:39-04:00,False,"8.01,9.01",CLINICAL
0001516551-24-000034,0001516551,"Skye Bioscience, Inc.",2024-03-04,2024-03-04T16:23:48-05:00,True,"5.02,8.01,9.01",OTHER
0001516551-24-000008,0001516551,"Skye Bioscience, Inc.",2024-02-12,2024-02-12T16:18:20-05:00,True,"8.01,9.01",OTHER
0001516551-23-000079,0001516551,"Skye Bioscience, Inc.",2023-10-03,2023-10-03T16:34:25-04:00,True,"5.02,8.01,9.01",OTHER
0001516551-23-000020,0001516551,"Skye Bioscience, Inc.",2023-02-16,2023-02-16T17:16:29-05:00,True,"5.02,8.01,9.01",OTHER
0001516551-23-000018,0001516551,"Skye Bioscience, Inc.",2023-02-15,2023-02-15T16:26:04-05:00,True,"1.01,2.01,8.01,9.01",OTHER
0001516551-22-000010,0001516551,"Skye Bioscience, Inc.",2022-05-12,2022-05-12T09:08:42-04:00,False,"1.01,3.02,5.02,8.01,9.01",OTHER
0001516551-21-000031,0001516551,"Skye Bioscience, Inc.",2021-12-20,2021-12-20T17:25:25-05:00,True,"5.02,8.01,9.01",OTHER
0001516551-21-000017,0001516551,"Skye Bioscience, Inc.",2021-10-15,2021-10-15T17:05:10-04:00,True,"1.01,8.01,9.01",OTHER
0001516551-21-000015,0001516551,"Skye Bioscience, Inc.",2021-10-06,2021-10-05T20:43:42-04:00,True,"5.02,8.01,9.01",OTHER
0001640334-21-002419,0001516551,"Skye Bioscience, Inc.",2021-09-28,2021-09-28T08:45:42-04:00,False,"1.01,8.01,9.01",OTHER
0001628280-21-018623,0001516551,"Skye Bioscience, Inc.",2021-09-15,2021-09-14T20:08:06-04:00,True,"5.02,8.01,9.01",OTHER
0001640334-21-001671,0001516551,"Skye Bioscience, Inc.",2021-07-26,2021-07-26T12:40:36-04:00,False,"5.02,8.01,9.01",OTHER
0001640334-21-000128,0001516551,"Skye Bioscience, Inc.",2021-01-19,2021-01-19T10:57:38-05:00,False,"5.03,8.01,9.01",NO_TEXT
0001640334-20-002056,0001516551,"Skye Bioscience, Inc.",2020-08-12,2020-08-12T16:41:53-04:00,True,"5.02,8.01,9.01",OTHER
0001640334-20-001960,0001516551,"Skye Bioscience, Inc.",2020-08-05,2020-08-04T20:00:01-04:00,True,"1.01,8.01,9.01",OTHER
0001640334-19-002653,0001516551,"Skye Bioscience, Inc.",2019-12-23,2019-12-20T20:10:43-05:00,True,"1.01,1.02,5.02,8.01,9.01",OTHER
0001640334-19-002436,0001516551,"Skye Bioscience, Inc.",2019-11-21,2019-11-21T17:21:03-05:00,True,"1.01,8.01,9.01",OTHER
0001640334-19-001741,0001516551,"Skye Bioscience, Inc.",2019-08-23,2019-08-23T07:42:39-04:00,False,8.01,OTHER
0001640334-19-000432,0001516551,"Skye Bioscience, Inc.",2019-03-25,2019-03-25T16:15:53-04:00,True,"5.03,8.01,9.01",OTHER
0001493152-25-023933,0001716947,"Ensysce Biosciences, Inc.",2025-11-17,2025-11-17T17:29:37-05:00,True,"1.01,3.02,5.03,8.01,9.01",OTHER
0001641172-25-006009,0001716947,"Ensysce Biosciences, Inc.",2025-04-24,2025-04-24T16:27:20-04:00,True,"1.01,3.02,8.01,9.01",OTHER
0001641172-25-002087,0001716947,"Ensysce Biosciences, Inc.",2025-04-01,2025-04-01T16:30:10-04:00,True,"8.01,9.01",OTHER
0001641172-25-001751,0001716947,"Ensysce Biosciences, Inc.",2025-03-31,2025-03-31T16:20:36-04:00,True,"1.01,3.02,8.01,9.01",OTHER
0001493152-24-034451,0001716947,"Ensysce Biosciences, Inc.",2024-08-30,2024-08-29T20:54:45-04:00,True,"1.01,3.02,8.01,9.01",OTHER
0001493152-24-021456,0001716947,"Ensysce Biosciences, Inc.",2024-05-28,2024-05-28T08:10:33-04:00,False,"8.01,9.01",OTHER
0001493152-24-018482,0001716947,"Ensysce Biosciences, Inc.",2024-05-09,2024-05-09T16:40:37-04:00,True,8.01,OTHER
0001493152-24-006773,0001716947,"Ensysce Biosciences, Inc.",2024-02-14,2024-02-14T17:27:47-05:00,True,"1.01,3.02,8.01,9.01",OTHER
0001493152-23-046578,0001716947,"Ensysce Biosciences, Inc.",2023-12-29,2023-12-29T16:15:30-05:00,True,8.01,OTHER
0001493152-23-045413,0001716947,"Ensysce Biosciences, Inc.",2023-12-19,2023-12-19T16:24:52-05:00,True,"8.01,9.01",OTHER
0001493152-23-021113,0001716947,"Ensysce Biosciences, Inc.",2023-06-14,2023-06-13T18:12:03-04:00,True,"8.01,9.01",OTHER
0001493152-23-019987,0001716947,"Ensysce Biosciences, Inc.",2023-06-02,2023-06-02T16:35:35-04:00,True,8.01,OTHER
0001493152-23-017038,0001716947,"Ensysce Biosciences, Inc.",2023-05-15,2023-05-15T11:05:44-04:00,False,"1.01,8.01,9.01",OTHER
0001493152-23-003873,0001716947,"Ensysce Biosciences, Inc.",2023-02-07,2023-02-07T17:14:59-05:00,True,"1.01,3.02,3.03,5.03,8.01,9.01",OTHER
0001493152-23-001811,0001716947,"Ensysce Biosciences, Inc.",2023-01-19,2023-01-18T19:15:53-05:00,True,"8.01,9.01",PRESENTATION
0001493152-22-034836,0001716947,"Ensysce Biosciences, Inc.",2022-12-08,2022-12-08T10:19:59-05:00,False,"1.01,8.01,9.01",OTHER
0001493152-22-031763,0001716947,"Ensysce Biosciences, Inc.",2022-11-14,2022-11-14T12:04:31-05:00,False,"8.01,9.01",REGULATORY
0001493152-22-014090,0001716947,"Ensysce Biosciences, Inc.",2022-05-17,2022-05-17T07:31:38-04:00,False,"8.01,9.01",NO_TEXT
0001193125-20-061642,0001716947,"Ensysce Biosciences, Inc.",2020-03-04,2020-03-04T16:21:06-05:00,True,8.01,OTHER
0001193125-20-026122,0001716947,"Ensysce Biosciences, Inc.",2020-02-06,2020-02-06T07:01:33-05:00,False,8.01,OTHER
0001493152-25-029364,0001853816,"Dermata Therapeutics, Inc.",2025-12-29,2025-12-29T16:05:50-05:00,True,"1.01,3.02,8.01,9.01",OTHER
0001493152-25-021255,0001853816,"Dermata Therapeutics, Inc.",2025-11-07,2025-11-07T16:05:49-05:00,True,"8.01,9.01",OTHER
0001493152-25-013815,0001853816,"Dermata Therapeutics, Inc.",2025-09-17,2025-09-17T06:05:11-04:00,False,8.01,CLINICAL
0001493152-25-012952,0001853816,"Dermata Therapeutics, Inc.",2025-09-10,2025-09-10T08:00:53-04:00,False,8.01,OTHER
0001641172-25-025405,0001853816,"Dermata Therapeutics, Inc.",2025-08-25,2025-08-25T17:00:11-04:00,True,8.01,OTHER
0001654954-25-000681,0001853816,"Dermata Therapeutics, Inc.",2025-01-23,2025-01-23T16:16:32-05:00,True,"1.01,3.02,8.01,9.01",OTHER
0001654954-24-012031,0001853816,"Dermata Therapeutics, Inc.",2024-09-17,2024-09-17T17:25:17-04:00,True,"1.01,3.02,8.01,9.01",OTHER
0001654954-24-009903,0001853816,"Dermata Therapeutics, Inc.",2024-08-02,2024-08-02T17:16:49-04:00,True,"8.01,9.01",OTHER
0001654954-24-007369,0001853816,"Dermata Therapeutics, Inc.",2024-06-05,2024-06-05T09:02:59-04:00,False,8.01,OTHER
0001654954-24-006312,0001853816,"Dermata Therapeutics, Inc.",2024-05-15,2024-05-15T09:00:42-04:00,False,"3.01,8.01",OTHER
0001654954-23-003722,0001853816,"Dermata Therapeutics, Inc.",2023-03-28,2023-03-28T16:06:16-04:00,True,8.01,OTHER
0001654954-22-016569,0001853816,"Dermata Therapeutics, Inc.",2022-12-15,2022-12-15T16:05:40-05:00,True,"3.01,8.01",OTHER
0001654954-22-007063,0001853816,"Dermata Therapeutics, Inc.",2022-05-17,2022-05-17T16:07:49-04:00,True,8.01,OTHER
0001654954-22-005375,0001853816,"Dermata Therapeutics, Inc.",2022-04-25,2022-04-25T16:45:41-04:00,True,"1.01,3.02,8.01,9.01",OTHER
0001654954-22-002423,0001853816,"Dermata Therapeutics, Inc.",2022-03-02,2022-03-02T17:25:43-05:00,True,8.01,REGULATORY
0001654954-22-001134,0001853816,"Dermata Therapeutics, Inc.",2022-02-04,2022-02-04T16:46:42-05:00,True,8.01,REGULATORY
0001193125-25-337078,0001826892,"BioAtla, Inc.",2025-12-30,2025-12-30T16:05:35-05:00,True,"5.07,8.01",OTHER
0001193125-25-211305,0001826892,"BioAtla, Inc.",2025-09-22,2025-09-22T16:10:07-04:00,True,8.01,OTHER
0000950170-24-061616,0001826892,"BioAtla, Inc.",2024-05-17,2024-05-17T16:05:22-04:00,True,8.01,OTHER
0000950170-24-013807,0001826892,"BioAtla, Inc.",2024-02-12,2024-02-12T16:01:17-05:00,True,8.01,OTHER
0001193125-23-288019,0001826892,"BioAtla, Inc.",2023-12-04,2023-12-04T09:01:00-05:00,False,"8.01,9.01",PRESENTATION
0001193125-22-277328,0001826892,"BioAtla, Inc.",2022-11-04,2022-11-04T06:08:34-04:00,False,"8.01,9.01",CLINICAL
0000950170-25-022630,0001510964,"CV Sciences, Inc.",2025-02-19,2025-02-18T19:06:54-05:00,True,8.01,OTHER
0000950170-24-130576,0001510964,"CV Sciences, Inc.",2024-11-25,2024-11-25T16:17:49-05:00,True,8.01,OTHER
0001510964-22-000051,0001510964,"CV Sciences, Inc.",2022-06-06,2022-06-06T16:01:40-04:00,True,8.01,OTHER
0001510964-22-000008,0001510964,"CV Sciences, Inc.",2022-03-28,2022-03-28T08:55:52-04:00,False,"1.01,2.03,8.01,9.01",OTHER
0001510964-21-000075,0001510964,"CV Sciences, Inc.",2021-11-15,2021-11-15T17:21:13-05:00,True,"1.01,2.03,8.01,9.01",OTHER
0001510964-20-000082,0001510964,"CV Sciences, Inc.",2020-12-08,2020-12-07T21:05:39-05:00,True,"1.01,8.01,9.01",OTHER
0001510964-20-000045,0001510964,"CV Sciences, Inc.",2020-05-20,2020-05-20T16:40:53-04:00,True,"8.01,9.01",OTHER
0001510964-19-000052,0001510964,"CV Sciences, Inc.",2019-09-20,2019-09-19T17:44:35-04:00,True,"8.01,9.01",OTHER
0001510964-19-000036,0001510964,"CV Sciences, Inc.",2019-07-08,2019-07-08T16:58:50-04:00,True,8.01,OTHER
0001510964-19-000011,0001510964,"CV Sciences, Inc.",2019-04-02,2019-04-02T16:49:38-04:00,True,8.01,OTHER
0001193125-25-306915,0001810560,"REVELATION BIOSCIENCES, INC.",2025-12-03,2025-12-03T17:01:56-05:00,True,"3.03,5.07,8.01,9.01",CLINICAL
0001193125-25-203750,0001810560,"REVELATION BIOSCIENCES, INC.",2025-09-15,2025-09-15T17:02:40-04:00,True,"1.01,3.02,3.03,8.01,9.01",OTHER
0001810560-25-000006,0001810560,"REVELATION BIOSCIENCES, INC.",2025-09-09,2025-09-09T08:02:12-04:00,False,"8.01,9.01",CLINICAL
0000950170-25-094789,0001810560,"REVELATION BIOSCIENCES, INC.",2025-07-09,2025-07-09T16:17:31-04:00,True,"3.03,5.03,8.01,9.01",OTHER
0000950170-25-089972,0001810560,"REVELATION BIOSCIENCES, INC.",2025-06-25,2025-06-25T16:26:46-04:00,True,"5.07,8.01","INVALID:I appreciate your request, but I cannot "
0000950170-25-081604,0001810560,"REVELATION BIOSCIENCES, INC.",2025-06-04,2025-06-04T16:05:23-04:00,True,"1.01,3.03,8.01,9.01",OTHER
0000950170-25-078340,0001810560,"REVELATION BIOSCIENCES, INC.",2025-05-28,2025-05-28T16:14:23-04:00,True,"5.02,8.01",OTHER
0000950170-25-040294,0001810560,"REVELATION BIOSCIENCES, INC.",2025-03-17,2025-03-17T16:17:14-04:00,True,8.01,CLINICAL
0000950170-25-025626,0001810560,"REVELATION BIOSCIENCES, INC.",2025-02-24,2025-02-24T16:12:08-05:00,True,"8.01,9.01",OTHER
0000950170-25-017882,0001810560,"REVELATION BIOSCIENCES, INC.",2025-02-11,2025-02-11T16:05:25-05:00,True,"8.01,9.01",PRESENTATION
0000950170-25-007303,0001810560,"REVELATION BIOSCIENCES, INC.",2025-01-21,2025-01-21T16:31:27-05:00,True,"5.07,8.01,9.01",CLINICAL
0000950170-25-002828,0001810560,"REVELATION BIOSCIENCES, INC.",2025-01-07,2025-01-07T16:05:18-05:00,True,"3.01,8.01,9.01",OTHER
0000950170-24-135895,0001810560,"REVELATION BIOSCIENCES, INC.",2024-12-12,2024-12-12T17:20:49-05:00,True,"8.01,9.01",OTHER
0000950170-24-134064,0001810560,"REVELATION BIOSCIENCES, INC.",2024-12-06,2024-12-06T16:03:58-05:00,True,"1.01,3.02,3.03,8.01,9.01",REGULATORY
0000950170-24-109998,0001810560,"REVELATION BIOSCIENCES, INC.",2024-09-27,2024-09-27T16:09:26-04:00,True,"8.01,9.01",CLINICAL
0000950170-24-100550,0001810560,"REVELATION BIOSCIENCES, INC.",2024-08-26,2024-08-26T16:25:36-04:00,True,"1.01,3.02,3.03,8.01,9.01",OTHER
0000950170-24-089966,0001810560,"REVELATION BIOSCIENCES, INC.",2024-08-02,2024-08-02T16:11:50-04:00,True,"8.01,9.01",OTHER
0000950170-24-076761,0001810560,"REVELATION BIOSCIENCES, INC.",2024-06-24,2024-06-24T16:28:06-04:00,True,"8.01,9.01",OTHER
0000950170-24-012748,0001810560,"REVELATION BIOSCIENCES, INC.",2024-02-08,2024-02-08T16:01:23-05:00,True,"1.01,3.03,8.01,9.01",OTHER
0000950170-23-003213,0001810560,"REVELATION BIOSCIENCES, INC.",2023-02-17,2023-02-17T16:13:29-05:00,True,8.01,OTHER
0000950170-23-000608,0001810560,"REVELATION BIOSCIENCES, INC.",2023-01-10,2023-01-10T16:02:33-05:00,True,"8.01,9.01",OTHER
0000950170-22-013698,0001810560,"REVELATION BIOSCIENCES, INC.",2022-08-01,2022-08-01T17:09:54-04:00,True,"1.01,8.01,9.01",OTHER
0001213900-21-065969,0001810560,"REVELATION BIOSCIENCES, INC.",2021-12-17,2021-12-17T15:31:52-05:00,False,8.01,OTHER
0001213900-21-062013,0001810560,"REVELATION BIOSCIENCES, INC.",2021-11-24,2021-11-24T17:17:41-05:00,True,8.01,OTHER
0001213900-21-053548,0001810560,"REVELATION BIOSCIENCES, INC.",2021-10-19,2021-10-19T17:23:21-04:00,True,"1.01,2.03,8.01,9.01",OTHER
0001213900-21-049595,0001810560,"REVELATION BIOSCIENCES, INC.",2021-09-23,2021-09-23T17:22:40-04:00,True,"1.01,2.03,5.03,8.01,9.01",OTHER
0001213900-21-030290,0001810560,"REVELATION BIOSCIENCES, INC.",2021-06-01,2021-06-01T16:31:29-04:00,True,"3.01,8.01,9.01",OTHER
0001213900-20-036166,0001810560,"REVELATION BIOSCIENCES, INC.",2020-11-10,2020-11-10T16:05:45-05:00,True,"8.01,9.01",OTHER
0001213900-20-031128,0001810560,"REVELATION BIOSCIENCES, INC.",2020-10-13,2020-10-13T17:20:38-04:00,True,"1.01,3.02,5.03,8.01,9.01",OTHER
0001193125-20-141404,0001355790,International Stem Cell CORP,2020-05-13,2020-05-13T13:39:32-04:00,False,8.01,OTHER
0001564590-20-019252,0001355790,International Stem Cell CORP,2020-04-28,2020-04-28T16:35:29-04:00,True,8.01,OTHER
0001564590-20-014239,0001355790,International Stem Cell CORP,2020-03-30,2020-03-30T16:42:13-04:00,True,8.01,OTHER
0001628280-25-056751,0001824293,"GRI Bio, Inc.",2025-12-12,2025-12-12T16:05:13-05:00,True,"8.01,9.01",OTHER
0001824293-25-000167,0001824293,"GRI Bio, Inc.",2025-12-10,2025-12-10T16:05:59-05:00,True,"8.01,9.01",CLINICAL
0001824293-25-000160,0001824293,"GRI Bio, Inc.",2025-12-08,2025-12-08T08:00:31-05:00,False,8.01,CLINICAL
0001824293-25-000094,0001824293,"GRI Bio, Inc.",2025-07-31,2025-07-31T09:02:46-04:00,False,"8.01,9.01",CLINICAL
0001824293-25-000079,0001824293,"GRI Bio, Inc.",2025-05-23,2025-05-23T07:16:47-04:00,False,"8.01,9.01",OTHER
0001824293-25-000063,0001824293,"GRI Bio, Inc.",2025-05-05,2025-05-05T07:35:49-04:00,False,"8.01,9.01",OTHER
0001628280-25-016066,0001824293,"GRI Bio, Inc.",2025-04-02,2025-04-02T08:29:59-04:00,False,"1.01,8.01,9.01",OTHER
0001824293-25-000045,0001824293,"GRI Bio, Inc.",2025-03-11,2025-03-11T08:37:05-04:00,False,"3.01,8.01,9.01","INVALID:COMPLIANCE

Wait, let me reconsider"
0001824293-25-000042,0001824293,"GRI Bio, Inc.",2025-02-19,2025-02-19T16:08:43-05:00,True,"3.03,5.03,8.01,9.01",OTHER
0001824293-24-000159,0001824293,"GRI Bio, Inc.",2024-12-20,2024-12-20T16:05:58-05:00,True,"8.01,9.01",OTHER
0001824293-24-000143,0001824293,"GRI Bio, Inc.",2024-10-24,2024-10-24T08:35:47-04:00,False,"8.01,9.01",OTHER
0001824293-24-000141,0001824293,"GRI Bio, Inc.",2024-10-22,2024-10-22T16:21:46-04:00,True,"1.01,3.02,3.03,8.01,9.01",OTHER
0001824293-24-000094,0001824293,"GRI Bio, Inc.",2024-07-26,2024-07-26T16:07:43-04:00,True,"8.01,9.01",OTHER
0001824293-24-000084,0001824293,"GRI Bio, Inc.",2024-07-19,2024-07-19T16:03:19-04:00,True,"8.01,9.01",OTHER
0001824293-24-000078,0001824293,"GRI Bio, Inc.",2024-07-08,2024-07-08T09:07:05-04:00,False,"3.01,8.01,9.01",OTHER
0001628280-24-030244,0001824293,"GRI Bio, Inc.",2024-06-27,2024-06-27T08:05:57-04:00,False,"1.01,8.01,9.01",OTHER
0001824293-24-000060,0001824293,"GRI Bio, Inc.",2024-06-14,2024-06-14T08:08:20-04:00,False,"3.03,5.03,8.01,9.01",OTHER
0001628280-24-003067,0001824293,"GRI Bio, Inc.",2024-02-02,2024-02-02T16:23:00-05:00,True,"1.01,8.01,9.01",OTHER
0001824293-24-000023,0001824293,"GRI Bio, Inc.",2024-01-30,2024-01-30T08:12:42-05:00,False,"3.03,5.03,8.01,9.01",OTHER
0001824293-23-000179,0001824293,"GRI Bio, Inc.",2023-12-05,2023-12-05T09:07:52-05:00,False,"8.01,9.01",PRESENTATION
0001824293-23-000177,0001824293,"GRI Bio, Inc.",2023-11-27,2023-11-27T08:38:43-05:00,False,8.01,REGULATORY
0001824293-23-000159,0001824293,"GRI Bio, Inc.",2023-08-23,2023-08-23T09:07:49-04:00,False,"1.01,2.01,8.01,9.01",OTHER
0001824293-23-000116,0001824293,"GRI Bio, Inc.",2023-04-27,2023-04-27T09:12:07-04:00,False,"8.01,9.01",PRESENTATION
0001824293-23-000073,0001824293,"GRI Bio, Inc.",2023-04-21,2023-04-21T17:14:39-04:00,True,"1.01,2.01,3.03,4.01,5.01,5.02,5.03,8.01,9.01",OTHER
0001824293-23-000065,0001824293,"GRI Bio, Inc.",2023-04-21,2023-04-20T19:38:47-04:00,True,"5.07,8.01,9.01",OTHER
0001824293-23-000062,0001824293,"GRI Bio, Inc.",2023-04-12,2023-04-12T16:06:39-04:00,True,"5.07,8.01,9.01",OTHER
0001824293-23-000056,0001824293,"GRI Bio, Inc.",2023-04-07,2023-04-07T08:24:20-04:00,False,8.01,OTHER
0001824293-23-000043,0001824293,"GRI Bio, Inc.",2023-04-04,2023-04-04T09:01:12-04:00,False,"8.01,9.01",OTHER
0001824293-23-000033,0001824293,"GRI Bio, Inc.",2023-03-31,2023-03-31T16:35:00-04:00,True,8.01,OTHER
0001824293-23-000010,0001824293,"GRI Bio, Inc.",2023-01-11,2023-01-11T08:30:26-05:00,False,"8.01,9.01",PRESENTATION
0001628280-22-031808,0001824293,"GRI Bio, Inc.",2022-12-13,2022-12-13T16:09:38-05:00,True,"1.01,8.01,9.01",OTHER
0001824293-22-000039,0001824293,"GRI Bio, Inc.",2022-05-18,2022-05-18T17:07:50-04:00,True,"3.02,5.03,8.01,9.01",OTHER
0001628280-22-014382,0001824293,"GRI Bio, Inc.",2022-05-13,2022-05-13T17:12:21-04:00,True,"1.01,8.01,9.01",OTHER
0001824293-22-000036,0001824293,"GRI Bio, Inc.",2022-05-12,2022-05-12T08:37:17-04:00,False,"8.01,9.01",CLINICAL
0001824293-22-000024,0001824293,"GRI Bio, Inc.",2022-04-22,2022-04-22T09:17:53-04:00,False,"5.02,8.01,9.01",OTHER
0001824293-22-000019,0001824293,"GRI Bio, Inc.",2022-03-21,2022-03-21T07:01:45-04:00,False,"8.01,9.01",CLINICAL
0001824293-21-000024,0001824293,"GRI Bio, Inc.",2021-12-23,2021-12-23T08:36:05-05:00,False,"8.01,9.01",CLINICAL
0001824293-21-000013,0001824293,"GRI Bio, Inc.",2021-10-12,2021-10-12T09:02:50-04:00,False,"8.01,9.01",OTHER
0001104659-21-049886,0001824293,"GRI Bio, Inc.",2021-04-14,2021-04-13T19:30:31-04:00,True,"8.01,9.01",PRESENTATION
0001104659-21-022369,0001824293,"GRI Bio, Inc.",2021-02-16,2021-02-16T06:02:26-05:00,False,"1.01,3.02,5.03,8.01,9.01",OTHER
0000950170-25-063979,0001497253,"VivoSim Labs, INC.",2025-05-06,2025-05-06T08:05:09-04:00,False,"8.01,9.01",OTHER
0000950170-25-044801,0001497253,"VivoSim Labs, INC.",2025-03-26,2025-03-26T08:05:08-04:00,False,"2.01,5.02,8.01,9.01",OTHER
0000950170-25-034181,0001497253,"VivoSim Labs, INC.",2025-03-06,2025-03-06T08:05:09-05:00,False,"8.01,9.01",OTHER
0000950170-25-026097,0001497253,"VivoSim Labs, INC.",2025-02-25,2025-02-25T08:06:08-05:00,False,"1.01,3.01,8.01,9.01",OTHER
0000950170-24-058805,0001497253,"VivoSim Labs, INC.",2024-05-13,2024-05-13T17:00:35-04:00,True,"1.01,8.01,9.01",OTHER
0000950170-24-046879,0001497253,"VivoSim Labs, INC.",2024-04-23,2024-04-23T16:05:11-04:00,True,"8.01,9.01",OTHER
