accession,llm_label
0001401914-20-000022,PRESENTATION
0001401914-20-000020,OTHER
0001401914-20-000018,OTHER
0001401914-20-000012,OTHER
0001401914-20-000003,PRESENTATION
0001401914-19-000086,PRESENTATION
0001401914-19-000084,PRESENTATION
0001401914-19-000074,PRESENTATION
0001401914-19-000058,PRESENTATION
0001401914-19-000050,PRESENTATION
0001401914-19-000034,OTHER
0001401914-19-000032,OTHER
0001401914-19-000029,OTHER
0001401914-19-000023,OTHER
0001401914-19-000017,OTHER
0001401914-19-000008,PRESENTATION
0001401914-19-000006,PRESENTATION
0001401914-19-000003,PRESENTATION
0001564590-19-000281,PRESENTATION
0001140361-25-035286,OTHER
0001140361-24-018645,OTHER
0001140361-23-011289,OTHER
0001140361-23-004345,OTHER
0001140361-22-043393,PRESENTATION
0001411690-21-000029,OTHER
0001411690-21-000022,OTHER
0001411690-21-000012,OTHER
0001140361-21-009777,OTHER
0001411690-21-000002,OTHER
0001140361-21-001667,OTHER
0001140361-21-001495,OTHER
0001140361-21-000749,OTHER
0001140361-21-000504,OTHER
0001140361-21-000003,OTHER
0001140361-20-019070,OTHER
0001140361-20-018910,OTHER
0001140361-20-018395,OTHER
0001140361-20-011663,OTHER
0001140361-20-008106,OTHER
0001140361-20-001848,OTHER
0001140361-19-018941,OTHER
0001140361-19-016942,OTHER
0001193125-19-017154,OTHER
0001372514-24-000099,REGULATORY
0001372514-24-000057,OTHER
0001372514-23-000129,OTHER
0001372514-23-000125,OTHER
0001372514-23-000101,OTHER
0001372514-23-000097,OTHER
0001372514-23-000057,CLINICAL
0001372514-23-000010,REGULATORY
0001372514-23-000008,OTHER
0001104659-23-000363,OTHER
0001104659-22-120486,OTHER
0001104659-22-108263,OTHER
0001104659-22-102816,OTHER
0001104659-22-100852,OTHER
0001104659-22-082802,OTHER
0001104659-21-149386,CLINICAL
0001104659-21-135333,PRESENTATION
0001104659-21-102512,OTHER
0001104659-21-009669,OTHER
0001104659-21-001243,OTHER
0001104659-20-137679,OTHER
0001104659-20-040798,CLINICAL
0001104659-19-077311,OTHER
0001104659-19-073250,CLINICAL
0001104659-19-068757,CLINICAL
0001104659-19-066395,CLINICAL
0001144204-19-046375,OTHER
0001144204-19-045543,OTHER
0001144204-19-042362,OTHER
0001144204-19-025771,OTHER
0001516551-24-000093,OTHER
0001516551-24-000059,CLINICAL
0001516551-24-000034,OTHER
0001516551-24-000008,OTHER
0001516551-23-000079,OTHER
0001516551-23-000020,OTHER
0001516551-23-000018,OTHER
0001516551-22-000010,OTHER
0001516551-21-000031,OTHER
0001516551-21-000017,OTHER
0001516551-21-000015,OTHER
0001640334-21-002419,OTHER
0001628280-21-018623,OTHER
0001640334-21-001671,OTHER
0001640334-20-002056,OTHER
0001640334-20-001960,OTHER
0001640334-19-002653,OTHER
0001640334-19-002436,OTHER
0001640334-19-001741,OTHER
0001640334-19-000432,OTHER
0001493152-25-023933,OTHER
0001641172-25-006009,OTHER
0001641172-25-002087,OTHER
0001641172-25-001751,OTHER
0001493152-24-034451,OTHER
0001493152-24-021456,OTHER
0001493152-24-018482,OTHER
0001493152-24-006773,OTHER
0001493152-23-046578,OTHER
0001493152-23-045413,OTHER
0001493152-23-021113,OTHER
0001493152-23-019987,OTHER
0001493152-23-017038,OTHER
0001493152-23-003873,OTHER
0001493152-23-001811,PRESENTATION
0001493152-22-034836,OTHER
0001493152-22-031763,REGULATORY
0001193125-20-061642,OTHER
0001193125-20-026122,OTHER
0001493152-25-029364,OTHER
0001493152-25-021255,OTHER
0001493152-25-013815,CLINICAL
0001493152-25-012952,OTHER
0001641172-25-025405,OTHER
0001654954-25-000681,OTHER
0001654954-24-012031,OTHER
0001654954-24-009903,OTHER
0001654954-24-007369,OTHER
0001654954-24-006312,OTHER
0001654954-23-003722,OTHER
0001654954-22-016569,OTHER
0001654954-22-007063,OTHER
0001654954-22-005375,OTHER
0001654954-22-002423,REGULATORY
0001654954-22-001134,REGULATORY
0001193125-25-337078,OTHER
0001193125-25-211305,OTHER
0000950170-24-061616,OTHER
0000950170-24-013807,OTHER
0001193125-23-288019,PRESENTATION
0001193125-22-277328,CLINICAL
0000950170-25-022630,OTHER
0000950170-24-130576,OTHER
0001510964-22-000051,OTHER
0001510964-22-000008,OTHER
0001510964-21-000075,OTHER
0001510964-20-000082,OTHER
0001510964-20-000045,OTHER
0001510964-19-000052,OTHER
0001510964-19-000036,OTHER
0001510964-19-000011,OTHER
0001193125-25-306915,CLINICAL
0001193125-25-203750,OTHER
0001810560-25-000006,CLINICAL
0000950170-25-094789,OTHER
0000950170-25-081604,OTHER
0000950170-25-078340,OTHER
0000950170-25-040294,CLINICAL
0000950170-25-025626,OTHER
0000950170-25-017882,PRESENTATION
0000950170-25-007303,CLINICAL
0000950170-25-002828,OTHER
0000950170-24-135895,OTHER
0000950170-24-134064,REGULATORY
0000950170-24-109998,CLINICAL
0000950170-24-100550,OTHER
0000950170-24-089966,OTHER
0000950170-24-076761,OTHER
0000950170-24-012748,OTHER
0000950170-23-003213,OTHER
0000950170-23-000608,OTHER
0000950170-22-013698,OTHER
0001213900-21-065969,OTHER
0001213900-21-062013,OTHER
0001213900-21-053548,OTHER
0001213900-21-049595,OTHER
0001213900-21-030290,OTHER
0001213900-20-036166,OTHER
0001213900-20-031128,OTHER
0001193125-20-141404,OTHER
0001564590-20-019252,OTHER
0001564590-20-014239,OTHER
0001628280-25-056751,OTHER
0001824293-25-000167,CLINICAL
0001824293-25-000160,CLINICAL
0001824293-25-000094,CLINICAL
0001824293-25-000079,OTHER
0001824293-25-000063,OTHER
0001628280-25-016066,OTHER
0001824293-25-000042,OTHER
0001824293-24-000159,OTHER
0001824293-24-000143,OTHER
0001824293-24-000141,OTHER
0001824293-24-000094,OTHER
0001824293-24-000084,OTHER
0001824293-24-000078,OTHER
0001628280-24-030244,OTHER
0001824293-24-000060,OTHER
0001628280-24-003067,OTHER
0001824293-24-000023,OTHER
0001824293-23-000179,PRESENTATION
0001824293-23-000177,REGULATORY
0001824293-23-000159,OTHER
0001824293-23-000116,PRESENTATION
0001824293-23-000073,OTHER
0001824293-23-000065,OTHER
0001824293-23-000062,OTHER
0001824293-23-000056,OTHER
0001824293-23-000043,OTHER
0001824293-23-000033,OTHER
0001824293-23-000010,PRESENTATION
0001628280-22-031808,OTHER
0001824293-22-000039,OTHER
0001628280-22-014382,OTHER
0001824293-22-000036,CLINICAL
0001824293-22-000024,OTHER
0001824293-22-000019,CLINICAL
0001824293-21-000024,CLINICAL
0001824293-21-000018,OTHER
0001824293-21-000013,OTHER
0001104659-21-049886,PRESENTATION
0001104659-21-022369,OTHER
0000950170-25-063979,OTHER
0000950170-25-044801,OTHER
0000950170-25-034181,OTHER
0000950170-25-026097,OTHER
0000950170-24-058805,OTHER
0000950170-24-046879,OTHER
0000950170-23-073581,OTHER
0001564590-22-031015,OTHER
0001193125-21-276145,OTHER
0001564590-20-040374,OTHER
0001564590-20-015914,OTHER
0001564590-20-014668,OTHER
0001564590-20-013657,OTHER
0001193125-20-080822,OTHER
0001193125-19-325309,OTHER
0001193125-19-314613,OTHER
0001564590-19-036322,OTHER
0001564590-19-029710,OTHER
0001641172-25-025273,OTHER
0001641172-25-001969,OTHER
0001493152-25-004887,OTHER
0001493152-25-001711,OTHER
0001493152-24-046330,OTHER
0001493152-24-042406,OTHER
0001493152-24-033215,OTHER
0001493152-24-005808,OTHER
0001193125-23-232609,OTHER
0001193125-23-222968,OTHER
0001193125-23-220122,OTHER
0001193125-23-218005,OTHER
0001193125-23-216394,OTHER
0001193125-23-169071,OTHER
0001193125-22-305908,OTHER
0001193125-22-242078,OTHER
0001193125-21-311401,OTHER
0001193125-21-277439,OTHER
0001193125-21-273980,OTHER
0001640334-25-001680,OTHER
0001640334-25-001617,CLINICAL
0001640334-25-001184,OTHER
0001640334-25-001046,OTHER
0001640334-22-001896,OTHER
0001640334-22-001683,CLINICAL
0001640334-22-000506,OTHER
0001640334-22-000444,OTHER
0001640334-21-000356,OTHER
0001640334-20-002559,OTHER
0001640334-20-001760,OTHER
0001640334-20-001606,OTHER
0001640334-20-000210,OTHER
0001640334-19-001230,OTHER
0001640334-19-000730,OTHER
0001640334-19-000362,OTHER
0001683168-25-008001,OTHER
0001683168-25-006917,OTHER
0001683168-25-006788,OTHER
0001683168-25-004248,OTHER
0001683168-24-008868,OTHER
0001683168-24-007858,OTHER
0001683168-24-006522,REGULATORY
0001683168-24-005445,REGULATORY
0001683168-24-003812,OTHER
0001683168-24-003612,OTHER
0001683168-24-003191,OTHER
0001683168-24-002672,PRESENTATION
0001683168-23-006959,OTHER
0001683168-23-002609,OTHER
0001683168-22-006679,OTHER
0001683168-22-006676,OTHER
0001683168-22-006480,OTHER
0001683168-21-002493,OTHER
0001683168-20-003665,OTHER
0001683168-20-000188,OTHER
0001683168-19-004031,OTHER
0001683168-19-003245,OTHER
0001683168-19-003151,OTHER
0001683168-19-003033,PRESENTATION
0001683168-19-001084,OTHER
0001493152-24-051174,OTHER
0001493152-24-028352,OTHER
0001493152-24-009063,OTHER
0001493152-23-033841,OTHER
0001493152-23-015641,REGULATORY
0001618835-23-000018,OTHER
0001618835-23-000016,OTHER
0001618835-23-000012,OTHER
0001618835-23-000005,OTHER
0001618835-23-000004,OTHER
0001618835-23-000003,OTHER
0001618835-22-000212,OTHER
0001618835-22-000196,CLINICAL
0001618835-22-000172,OTHER
0001618835-22-000138,OTHER
0001618835-22-000125,OTHER
0001618835-22-000097,OTHER
0001618835-22-000088,OTHER
0001618835-21-000252,OTHER
0001618835-21-000248,OTHER
0001618835-21-000215,OTHER
0001618835-21-000212,OTHER
0001618835-21-000127,OTHER
0001618835-21-000075,OTHER
0001618835-20-000226,OTHER
0001618835-20-000178,OTHER
0001618835-20-000169,PRESENTATION
0001618835-20-000149,REGULATORY
0001618835-20-000084,OTHER
0001618835-20-000081,OTHER
0001618835-20-000057,OTHER
0001618835-19-000208,CLINICAL
0001618835-19-000192,REGULATORY
0001618835-19-000114,OTHER
0001618835-19-000058,OTHER
0001618835-19-000003,CLINICAL
0001078782-20-000333,OTHER
0001078782-20-000203,OTHER
